Société_de_facturation;Société_de_livraison;Code_avancement;Numéro_de_commande;Numéro_de_version;Date_accordée_au_client
01;01;M;C01/QDW838;2020-11-25-15.25.31.670000;18/01/2021
01;01;M;C01/QDW838B;2020-11-25-15.25.31.751000;14/12/2020
01;01;M;C01/QDW838D;2020-11-25-15.25.31.800000;14/12/2020
01;01;C;C01/QEZ364;2020-11-25-15.25.31.945000;26/11/2020
01;01;C;C01/QEZ407;2020-11-25-15.25.32.142000;26/11/2020
01;01;C;C01/QEZ416;2020-11-25-15.25.32.246000;26/11/2020
01;01;C;C01/QEZ439;2020-11-25-15.25.32.555000;26/11/2020
01;01;C;C01/QEZ440;2020-11-25-15.25.32.754000;26/11/2020
01;01;C;C01/QEZ441;2020-11-25-15.25.33.074000;26/11/2020
01;01;C;C01/QEZ443;2020-11-25-15.25.33.362000;26/11/2020
01;01;C;C01/QEZ444;2020-11-25-15.25.33.586000;26/11/2020
01;01;C;C01/QEZ445;2020-11-25-15.25.33.704000;01/12/2020
01;01;C;C01/QEZ446;2020-11-25-15.25.33.763000;27/11/2020
01;01;C;C01/QEZ448;2020-11-25-15.25.33.877000;26/11/2020
01;01;C;C01/QEZ449;2020-11-25-15.25.33.971000;30/11/2020
01;01;C;C01/QEZ452;2020-11-25-15.25.34.028000;27/11/2020
01;01;C;C01/QEZ455;2020-11-25-15.25.34.073000;27/11/2020
01;01;M;C01/QDU555A;2020-11-25-15.28.49.479000;04/01/2021
01;01;M;C01/QEN065E;2020-11-25-15.28.49.631000;11/12/2020
01;01;C;C01/QEZ340;2020-11-25-15.28.49.800000;26/11/2020
01;01;C;C01/QEZ342;2020-11-25-15.28.49.899000;05/01/2021
01;01;C;C01/QEZ362;2020-11-25-15.28.50.196000;26/11/2020
01;01;C;C01/QEZ466;2020-11-25-15.28.50.344000;26/11/2020
01;01;C;C01/QEZ472;2020-11-25-15.28.50.436000;27/11/2020
01;01;C;C01/QEZ481;2020-11-25-15.28.50.492000;01/12/2020
01;01;C;C01/QEZ481A;2020-11-25-15.28.50.547000;01/12/2020
01;01;C;C01/QEZ500;2020-11-25-15.28.50.690000;26/11/2020
01;01;C;C01/QEZ503;2020-11-25-15.28.50.802000;10/02/2021
01;01;M;C01/JZH609B;2020-11-25-15.32.06.308000;10/12/2020
01;01;M;C01/QES497;2020-11-25-15.32.06.736000;07/12/2020
01;01;C;C01/QEZ376;2020-11-25-15.32.06.888000;26/11/2020
01;01;C;C01/QEZ391;2020-11-25-15.32.06.974000;25/11/2020
01;01;C;C01/QEZ401;2020-11-25-15.32.07.065000;26/11/2020
01;01;M;C01/QEZ494;2020-11-25-15.32.07.148000;26/11/2020
01;01;C;C01/QEZ525;2020-11-25-15.32.07.191000;14/12/2020
01;01;C;C01/QEZ531;2020-11-25-15.32.07.454000;10/02/2021
01;01;C;C01/QEZ552;2020-11-25-15.32.07.495000;26/11/2020
01;01;C;C01/QEZ560;2020-11-25-15.32.07.593000;26/11/2020
01;01;C;C01/QEZ561;2020-11-25-15.32.07.789000;26/11/2020
01;01;C;C01/QEZ561A;2020-11-25-15.32.07.944000;07/12/2020
01;01;C;C01/QEZ568;2020-11-25-15.32.08.122000;26/11/2020
01;01;C;C01/QEZ574;2020-11-25-15.32.08.239000;10/02/2021
01;01;M;C01/NZM283I;2020-11-25-15.35.23.926000;10/12/2020
01;01;M;C01/PDV042;2020-11-25-15.35.24.136000;01/12/2020
01;01;M;C01/QDT311;2020-11-25-15.35.24.227000;07/12/2020
01;01;C;C01/QEZ526;2020-11-25-15.35.24.499000;14/12/2020
01;01;M;C01/QEZ527;2020-11-25-15.35.24.584000;14/12/2020
01;01;M;C01/QEZ528;2020-11-25-15.35.24.658000;14/12/2020
01;01;C;C01/QEZ600;2020-11-25-15.35.24.704000;26/11/2020
01;01;C;C01/QEZ601;2020-11-25-15.35.24.751000;10/02/2021
01;15;C;C01/QEZ614;2020-11-25-15.35.24.804000;27/11/2020
01;15;C;C01/QEZ614A;2020-11-25-15.35.24.841000;30/11/2020
01;01;C;C01/QEZ619;2020-11-25-15.35.24.879000;15/02/2021
01;01;C;C01/QEZ619A;2020-11-25-15.35.24.954000;15/02/2021
01;01;C;C01/QEZ626;2020-11-25-15.35.25.003000;12/02/2021
01;01;C;C01/QEZ626A;2020-11-25-15.35.25.048000;12/02/2021
01;01;C;C01/QEZ629;2020-11-25-15.35.25.099000;07/12/2020
01;01;C;C01/QEZ635;2020-11-25-15.35.25.147000;27/11/2020
01;01;C;C01/QEZ645;2020-11-25-15.35.25.190000;27/11/2020
01;01;M;C01/HQM918;2020-11-25-15.38.40.590000;10/12/2020
01;01;M;C01/NEV080;2020-11-25-15.38.40.745000;10/12/2020
01;01;M;C01/NGZ475;2020-11-25-15.38.40.909000;10/12/2020
01;01;M;C01/NZM283;2020-11-25-15.38.40.972000;10/12/2020
01;01;M;C01/NZM283E;2020-11-25-15.38.41.083000;10/12/2020
01;01;M;C01/PGV697;2020-11-25-15.38.41.137000;10/12/2020
01;01;A;C01/PTP235A;2020-11-25-15.38.41.195000;06/11/2020
01;01;M;C01/QDX850;2020-11-25-15.38.41.557000;26/11/2020
01;01;M;C01/QEZ530;2020-11-25-15.38.41.751000;14/12/2020
01;01;C;C01/QEZ648;2020-11-25-15.38.41.875000;26/11/2020
01;01;C;C01/QEZ657;2020-11-25-15.38.42.150000;26/11/2020
01;01;C;C01/QEZ657A;2020-11-25-15.38.42.261000;04/12/2020
01;01;C;C01/QEZ659;2020-11-25-15.38.42.339000;26/11/2020
01;01;C;C01/QEZ674;2020-11-25-15.38.42.417000;03/12/2020
01;01;C;C01/QEZ677;2020-11-25-15.38.42.463000;27/11/2020
01;01;C;C01/QEZ677A;2020-11-25-15.38.42.503000;04/12/2020
01;01;C;C01/QEZ680;2020-11-25-15.38.42.540000;25/11/2020
01;01;C;C01/QEZ686;2020-11-25-15.38.42.652000;26/11/2020
01;01;M;C01/HTJ264A;2020-11-25-15.41.58.103000;10/12/2020
01;01;M;C01/NZM283A;2020-11-25-15.41.58.242000;10/12/2020
01;01;M;C01/NZM283B;2020-11-25-15.41.58.304000;10/12/2020
01;01;M;C01/NZM283C;2020-11-25-15.41.58.448000;10/12/2020
01;01;M;C01/NZM283D;2020-11-25-15.41.58.491000;10/12/2020
01;01;M;C01/NZM283F;2020-11-25-15.41.58.580000;10/12/2020
01;01;M;C01/NZM283G;2020-11-25-15.41.58.628000;10/12/2020
01;01;M;C01/NZM283H;2020-11-25-15.41.58.675000;10/12/2020
01;01;M;C01/NZM283J;2020-11-25-15.41.58.738000;10/12/2020
01;01;M;C01/QEZ529;2020-11-25-15.41.59.716000;14/12/2020
01;01;C;C01/QEZ631;2020-11-25-15.41.59.794000;26/11/2020
01;01;C;C01/QEZ692;2020-11-25-15.41.59.854000;27/11/2020
01;01;C;C01/QEZ696;2020-11-25-15.41.59.993000;26/11/2020
01;01;C;C01/QEZ697;2020-11-25-15.42.00.149000;26/11/2020
01;01;C;C01/QEZ698;2020-11-25-15.42.00.303000;26/11/2020
01;01;C;C01/QEZ698A;2020-11-25-15.42.00.384000;10/12/2020
01;01;C;C01/QEZ700;2020-11-25-15.42.00.471000;26/11/2020
01;01;C;C01/QEZ701;2020-11-25-15.42.00.579000;02/12/2020
01;01;C;C01/QEZ701A;2020-11-25-15.42.00.626000;02/12/2020
01;01;C;C01/QEZ702;2020-11-25-15.42.00.676000;01/12/2020
01;01;C;C01/QEZ703;2020-11-25-15.42.00.731000;30/11/2020
01;01;C;C01/QEZ704;2020-11-25-15.42.00.815000;26/11/2020
01;01;C;C01/QEZ704A;2020-11-25-15.42.00.900000;01/12/2020
01;01;C;C01/QEZ706;2020-11-25-15.42.00.974000;26/11/2020
01;01;C;C01/QEZ724;2020-11-25-15.42.01.062000;27/11/2020
01;01;C;C01/QEZ729;2020-11-25-15.42.01.101000;27/11/2020
01;01;C;C01/QEZ730;2020-11-25-15.42.01.146000;01/12/2020
01;01;M;C01/PQA781B;2020-11-25-15.45.16.580000;30/11/2020
01;01;C;C01/QEZ751;2020-11-25-15.45.16.797000;02/12/2020
01;01;C;C01/QEZ752;2020-11-25-15.45.16.861000;26/11/2020
01;01;C;C01/QEZ754;2020-11-25-15.45.17.072000;26/11/2020
01;01;C;C01/QEZ755A;2020-11-25-15.45.17.235000;26/11/2020
01;01;C;C01/QEZ762;2020-11-25-15.45.17.343000;26/11/2020
01;01;C;C01/QEZ763;2020-11-25-15.45.17.380000;27/11/2020
01;01;C;C01/QEZ768;2020-11-25-15.45.17.425000;01/12/2020
01;01;C;C01/QEZ777;2020-11-25-15.45.17.510000;26/11/2020
01;01;C;C01/QEZ778;2020-11-25-15.45.17.696000;26/11/2020
01;01;C;C01/QEZ787;2020-11-25-15.45.17.821000;27/11/2020
01;01;C;C01/QEZ790;2020-11-25-15.45.17.901000;27/11/2020
01;01;M;C01/NCK091B;2020-11-25-15.48.33.505000;10/12/2020
01;01;M;C01/NKP823;2020-11-25-15.48.33.607000;10/12/2020
01;01;M;C01/NTS088;2020-11-25-15.48.33.675000;10/12/2020
01;01;M;C01/PTU523;2020-11-25-15.48.33.916000;01/12/2020
01;01;M;C01/PTU680;2020-11-25-15.48.33.993000;01/12/2020
01;01;M;C01/QCM291;2020-11-25-15.48.34.336000;30/11/2020
01;01;M;C01/QEY575;2020-11-25-15.48.34.731000;07/12/2020
01;01;C;C01/QEZ794;2020-11-25-15.48.34.827000;26/11/2020
01;01;C;C01/QEZ798;2020-11-25-15.48.34.917000;27/11/2020
01;01;C;C01/QEZ801;2020-11-25-15.48.35.020000;26/11/2020
01;01;C;C01/QEZ807;2020-11-25-15.48.35.126000;26/11/2020
01;01;C;C01/QEZ808;2020-11-25-15.48.35.227000;26/11/2020
01;01;C;C01/QEZ823;2020-11-25-15.48.35.323000;27/11/2020
01;01;C;C01/QEZ824;2020-11-25-15.48.35.363000;27/11/2020
01;01;C;C01/QEZ830;2020-11-25-15.48.35.509000;26/11/2020
01;01;C;C01/QEZ834;2020-11-25-15.48.35.702000;26/11/2020
01;01;C;C01/QEZ835;2020-11-25-15.48.35.902000;26/11/2020
01;01;C;C01/QEZ835A;2020-11-25-15.48.36.006000;15/12/2020
01;01;C;C01/QEZ837;2020-11-25-15.48.36.452000;26/11/2020
01;01;C;C01/QEZ840;2020-11-25-15.48.36.690000;27/11/2020
01;01;M;C01/QBA801;2020-11-25-15.51.52.204000;27/11/2020
01;01;M;C01/QBA801C;2020-11-25-15.51.52.324000;27/11/2020
01;01;C;C01/QEZ839;2020-11-25-15.51.53.011000;26/11/2020
01;01;C;C01/QEZ843;2020-11-25-15.51.53.178000;26/11/2020
01;01;C;C01/QEZ843A;2020-11-25-15.51.53.303000;26/11/2020
01;01;C;C01/QEZ849A;2020-11-25-15.51.53.473000;02/12/2020
01;01;C;C01/QEZ851;2020-11-25-15.51.53.561000;26/11/2020
01;01;C;C01/QEZ858;2020-11-25-15.51.53.703000;26/11/2020
01;01;C;C01/QEZ860;2020-11-25-15.51.53.840000;26/11/2020
01;01;C;C01/QEZ889;2020-11-25-15.51.53.941000;09/12/2020
01;01;C;C01/QEZ892;2020-11-25-15.51.53.980000;07/12/2020
01;01;C;C01/QEZ893;2020-11-25-15.51.54.080000;26/11/2020
01;01;C;C01/QEZ893A;2020-11-25-15.51.54.231000;08/12/2020
01;01;C;C01/QEZ895;2020-11-25-15.51.54.367000;26/11/2020
01;01;C;C01/QEZ896;2020-11-25-15.51.54.494000;26/11/2020
01;01;M;C01/QEU520;2020-11-25-15.55.10.066000;14/12/2020
01;01;C;C01/QEZ902;2020-11-25-15.55.10.171000;26/11/2020
01;01;C;C01/QEZ912;2020-11-25-15.55.10.232000;30/11/2020
01;01;C;C01/QEZ920;2020-11-25-15.55.10.273000;27/11/2020
01;01;C;C01/QEZ920A;2020-11-25-15.55.10.314000;04/12/2020
01;01;C;C01/QEZ935;2020-11-25-15.55.10.596000;26/11/2020
01;01;C;C01/QEZ938;2020-11-25-15.55.10.732000;27/11/2020
01;01;C;C01/QEZ945;2020-11-25-15.55.10.825000;26/11/2020
01;01;M;C01/PSX409;2020-11-25-15.58.26.379000;15/12/2020
01;01;C;C01/PSX409B;2020-11-25-15.58.26.545000;02/12/2020
01;01;M;C01/QEU520A;2020-11-25-15.58.26.646000;26/11/2020
01;01;M;C01/QEX697;2020-11-25-15.58.26.778000;27/11/2020
01;01;M;C01/QEZ565;2020-11-25-15.58.26.982000;07/12/2020
01;01;M;C01/QEZ652;2020-11-25-15.58.27.074000;04/12/2020
01;01;C;C01/QEZ942;2020-11-25-15.58.27.227000;26/11/2020
01;01;C;C01/QEZ956;2020-11-25-15.58.27.465000;26/11/2020
01;01;C;C01/QEZ964;2020-11-25-15.58.27.689000;26/11/2020
01;01;C;C01/QEZ968;2020-11-25-15.58.27.800000;27/11/2020
01;01;C;C01/QEZ975;2020-11-25-15.58.27.951000;27/11/2020
01;01;C;C01/QEZ977;2020-11-25-15.58.28.087000;26/11/2020
01;01;C;C01/QEZ980;2020-11-25-15.58.28.325000;26/11/2020
01;01;C;C01/QEZ981;2020-11-25-15.58.28.566000;26/11/2020
01;01;C;C01/QEZ981A;2020-11-25-15.58.28.678000;03/12/2020
01;01;C;C01/QEZ992;2020-11-25-15.58.28.791000;26/11/2020
01;01;M;C01/PCK967;2020-11-25-16.01.44.334000;10/12/2020
01;01;M;C01/PGP413;2020-11-25-16.01.44.535000;16/12/2020
01;01;M;C01/PGP413A;2020-11-25-16.01.44.853000;10/12/2020
01;01;M;C01/PSR478;2020-11-25-16.01.44.909000;10/12/2020
01;01;M;C01/PSR478A;2020-11-25-16.01.44.973000;10/12/2020
01;01;C;C01/QFA015;2020-11-25-16.01.45.051000;27/11/2020
01;01;C;C01/QFA017;2020-11-25-16.01.45.114000;14/12/2020
01;01;C;C01/QFA020;2020-11-25-16.01.45.241000;14/12/2020
01;01;C;C01/QFA042;2020-11-25-16.01.45.436000;27/11/2020
01;01;C;C01/QFA046;2020-11-25-16.01.45.604000;02/12/2020
01;01;C;C01/QFA047;2020-11-25-16.01.45.699000;26/11/2020
01;01;C;C01/QFA048;2020-11-25-16.01.45.788000;26/11/2020
01;01;C;C01/QFA054;2020-11-25-16.01.45.864000;27/11/2020
01;01;C;C01/QFA057;2020-11-25-16.01.46.012000;26/11/2020
01;01;C;C01/QFA058;2020-11-25-16.01.46.150000;07/12/2020
01;01;C;C01/QFA075;2020-11-25-16.01.46.253000;26/11/2020
01;01;C;C01/QFA075A;2020-11-25-16.01.46.364000;01/12/2020
01;01;C;C01/QFA077;2020-11-25-16.01.46.420000;27/11/2020
01;01;C;C01/QFA079;2020-11-25-16.01.46.470000;27/11/2020
01;01;C;C01/QFA081;2020-11-25-16.01.46.533000;27/11/2020
01;01;C;C01/QFA083;2020-11-25-16.01.46.657000;26/11/2020
01;01;A;C01/MJN624;2020-11-25-16.05.02.113000;16/11/2020
01;01;M;C01/PEV299;2020-11-25-16.05.02.257000;02/12/2020
01;01;M;C01/PSK862;2020-11-25-16.05.02.399000;10/12/2020
01;01;M;C01/PSR478B;2020-11-25-16.05.02.463000;16/12/2020
01;01;M;C01/PSR478C;2020-11-25-16.05.02.516000;16/12/2020
01;01;M;C01/PSS785;2020-11-25-16.05.02.564000;14/12/2020
01;01;M;C01/PSS785A;2020-11-25-16.05.02.651000;10/12/2020
01;01;M;C01/PSS785B;2020-11-25-16.05.02.716000;14/12/2020
01;01;M;C01/PSS785C;2020-11-25-16.05.02.768000;23/12/2020
01;01;C;C01/QEB456;2020-11-25-16.05.03.063000;07/12/2020
01;01;C;C01/QEB457;2020-11-25-16.05.03.207000;26/11/2020
01;01;C;C01/QEC267;2020-11-25-16.05.03.337000;30/11/2020
01;01;C;C01/QEC267A;2020-11-25-16.05.03.398000;25/01/2021
01;01;C;C01/QEM444;2020-11-25-16.05.03.535000;26/11/2020
01;01;C;C01/QEM444A;2020-11-25-16.05.03.861000;02/12/2020
01;01;C;C01/QEP589;2020-11-25-16.05.03.953000;30/11/2020
01;01;M;C01/QEW941;2020-11-25-16.05.04.056000;27/11/2020
01;01;C;C01/QEZ160;2020-11-25-16.05.04.193000;26/11/2020
01;01;C;C01/QFA018;2020-11-25-16.05.04.315000;14/12/2020
01;01;M;C01/QFA019;2020-11-25-16.05.04.386000;29/12/2020
01;01;M;C01/QFA021;2020-11-25-16.05.04.458000;14/12/2020
01;01;M;C01/QFA022;2020-11-25-16.05.04.509000;14/12/2020
01;01;M;C01/QFA023;2020-11-25-16.05.04.667000;14/12/2020
01;01;C;C01/QFA064;2020-11-25-16.05.04.708000;27/11/2020
01;01;C;C01/QFA085;2020-11-25-16.05.04.744000;27/11/2020
01;01;C;C01/QFA095;2020-11-25-16.05.04.779000;27/11/2020
01;01;C;C01/QFA100;2020-11-25-16.05.04.817000;26/11/2020
01;01;C;C01/QFA102;2020-11-25-16.05.04.852000;27/11/2020
01;01;C;C01/QFA116;2020-11-25-16.05.04.935000;26/11/2020
01;01;C;C01/QFA117;2020-11-25-16.05.05.095000;26/11/2020
01;01;C;C01/QFA118;2020-11-25-16.05.05.205000;08/12/2020
01;01;C;C01/QFA126;2020-11-25-16.05.05.282000;26/11/2020
01;01;C;C01/QFA140;2020-11-25-16.05.05.363000;03/12/2020
01;01;M;C01/NQC906D;2020-11-25-16.08.21.100000;02/12/2020
01;01;M;C01/NQC906E;2020-11-25-16.08.21.262000;02/12/2020
01;01;M;C01/NQC906G;2020-11-25-16.08.21.310000;02/12/2020
01;01;M;C01/PEV299A;2020-11-25-16.08.21.357000;02/12/2020
01;01;M;C01/PEV299D;2020-11-25-16.08.21.424000;11/12/2020
01;01;M;C01/PEV299E;2020-11-25-16.08.21.470000;02/12/2020
01;01;M;C01/PSK862A;2020-11-25-16.08.21.523000;11/12/2020
01;01;M;C01/PSR478D;2020-11-25-16.08.21.624000;10/12/2020
01;01;M;C01/QCH098;2020-11-25-16.08.21.676000;27/11/2020
01;01;A;C01/QEQ020;2020-11-25-16.08.22.011000;16/12/2020
01;01;M;C01/QEZ343;2020-11-25-16.08.22.126000;08/01/2021
01;01;C;C01/QEZ671;2020-11-25-16.08.22.282000;26/11/2020
01;01;M;C01/QEZ749;2020-11-25-16.08.22.413000;10/12/2020
01;01;C;C01/QFA149;2020-11-25-16.08.22.462000;14/12/2020
01;01;C;C01/QFA170;2020-11-25-16.08.22.562000;27/11/2020
01;01;C;C01/QFA171;2020-11-25-16.08.22.610000;26/11/2020
01;01;C;C01/QFA181;2020-11-25-16.08.22.751000;26/11/2020
01;01;C;C01/QFA189;2020-11-25-16.08.22.928000;26/11/2020
01;01;C;C01/QFA189A;2020-11-25-16.08.23.028000;07/12/2020
01;01;C;C01/QFA191;2020-11-25-16.08.23.074000;27/11/2020
01;01;A;C01/QEZ059;2020-11-25-16.11.38.777000;30/12/2020
01;01;C;C01/QFA196;2020-11-25-16.11.38.912000;27/11/2020
01;01;C;C01/QFA208;2020-11-25-16.11.38.987000;25/11/2020
01;01;C;C01/QFA210;2020-11-25-16.11.39.055000;27/11/2020
01;01;C;C01/QFA212;2020-11-25-16.11.39.122000;27/11/2020
01;01;C;C01/QFA216;2020-11-25-16.11.39.181000;30/11/2020
01;01;C;C01/QFA219;2020-11-25-16.11.39.235000;01/12/2020
01;01;C;C01/QFA225;2020-11-25-16.11.39.337000;26/11/2020
01;01;C;C01/QFA226;2020-11-25-16.11.39.440000;27/11/2020
01;01;C;C01/QFA231;2020-11-25-16.11.39.556000;26/11/2020
01;01;C;C01/QFA233;2020-11-25-16.11.39.717000;26/11/2020
01;01;C;C01/QFA239B;2020-11-25-16.11.39.858000;26/11/2020
01;01;A;C01/QDX765A;2020-11-25-16.14.55.321000;11/12/2020
01;01;M;C01/QFA154;2020-11-25-16.14.55.456000;25/11/2020
01;01;C;C01/QFA260;2020-11-25-16.14.55.629000;15/01/2021
01;01;C;C01/QFA260A;2020-11-25-16.14.55.673000;15/01/2021
01;01;C;C01/QFA263;2020-11-25-16.14.55.795000;26/11/2020
01;01;C;C01/QFA263A;2020-11-25-16.14.55.923000;14/12/2020
01;01;C;C01/QFA263B;2020-11-25-16.14.55.970000;14/12/2020
01;01;C;C01/QFA263C;2020-11-25-16.14.56.014000;14/12/2020
01;01;C;C01/QFA263D;2020-11-25-16.14.56.048000;14/12/2020
01;01;C;C01/QFA263E;2020-11-25-16.14.56.086000;14/12/2020
01;01;C;C01/QFA263F;2020-11-25-16.14.56.228000;26/11/2020
01;01;C;C01/QFA284;2020-11-25-16.14.56.437000;26/11/2020
01;01;C;C01/QFA290;2020-11-25-16.14.56.526000;30/11/2020
01;01;M;C01/PQM893;2020-11-25-16.18.11.872000;27/11/2020
01;01;C;C01/PVK839F;2020-11-25-16.18.12.054000;20/11/2020
01;01;M;C01/QEN738;2020-11-25-16.18.12.145000;26/11/2020
01;01;C;C01/QFA320;2020-11-25-16.18.12.394000;26/11/2020
01;01;C;C01/QFA321;2020-11-25-16.18.12.544000;16/12/2020
01;01;C;C01/QFA335;2020-11-25-16.18.12.586000;26/11/2020
01;01;C;C01/QFA337;2020-11-25-16.18.12.703000;26/11/2020
01;01;C;C01/QFA342;2020-11-25-16.18.12.826000;26/11/2020
01;01;C;C01/QFA353;2020-11-25-16.18.12.937000;01/02/2021
01;01;C;C01/QFA353A;2020-11-25-16.18.12.980000;01/02/2021
01;01;C;C01/QFA358;2020-11-25-16.18.13.125000;26/11/2020
01;01;C;C01/QFA360;2020-11-25-16.18.13.262000;22/12/2020
01;01;C;C01/QFA361;2020-11-25-16.18.13.303000;27/11/2020
01;01;M;C01/PLY998A;2020-11-25-16.21.28.816000;21/10/2020
01;01;M;C01/PLY998B;2020-11-25-16.21.29.059000;28/10/2020
01;01;C;C01/PLY998E;2020-11-25-16.21.29.123000;01/12/2020
01;01;C;C01/PLY998F;2020-11-25-16.21.29.179000;01/12/2020
01;01;C;C01/QFA379;2020-11-25-16.21.29.726000;26/11/2020
01;01;C;C01/QFA381;2020-11-25-16.21.29.834000;27/11/2020
01;01;C;C01/QFA388;2020-11-25-16.21.29.912000;27/11/2020
01;01;C;C01/QFA393;2020-11-25-16.21.30.065000;27/11/2020
01;01;C;C01/QFA394;2020-11-25-16.21.30.251000;26/11/2020
01;01;C;C01/QFA405;2020-11-25-16.21.30.403000;27/11/2020
01;01;C;C01/QFA406;2020-11-25-16.21.30.578000;26/11/2020
01;01;C;C01/QFA410;2020-11-25-16.21.30.832000;01/12/2020
01;01;M;C01/LVX790;2020-11-25-16.24.46.131000;10/12/2020
01;01;M;C01/LVX790A;2020-11-25-16.24.46.223000;10/12/2020
01;01;M;C01/LVX790B;2020-11-25-16.24.46.268000;10/12/2020
01;01;M;C01/MCG274A;2020-11-25-16.24.46.320000;10/12/2020
01;01;M;C01/MCG274B;2020-11-25-16.24.46.372000;10/12/2020
01;01;M;C01/MCG274C;2020-11-25-16.24.46.418000;10/12/2020
01;01;C;C01/QFA423;2020-11-25-16.24.46.469000;01/12/2020
01;01;C;C01/QFA428;2020-11-25-16.24.46.624000;16/12/2020
01;01;C;C01/QFA456;2020-11-25-16.24.46.722000;27/11/2020
01;01;C;C01/QFA463;2020-11-25-16.24.46.805000;26/11/2020
01;01;C;C01/QFA471;2020-11-25-16.24.46.903000;26/11/2020
01;01;C;C01/QFA472;2020-11-25-16.24.47.001000;26/11/2020
01;01;M;C01/MEK305;2020-11-25-16.28.02.296000;15/12/2020
01;01;M;C01/MEK305A;2020-11-25-16.28.02.491000;15/12/2020
01;01;M;C01/MEK305C;2020-11-25-16.28.02.551000;15/12/2020
01;01;M;C01/MYJ042;2020-11-25-16.28.02.613000;15/12/2020
01;01;M;C01/MYJ042A;2020-11-25-16.28.02.692000;10/12/2020
01;01;M;C01/QEZ849;2020-11-25-16.28.03.035000;02/12/2020
01;01;C;C01/QFA483;2020-11-25-16.28.03.106000;30/11/2020
01;01;C;C01/QFA484;2020-11-25-16.28.03.157000;02/12/2020
01;01;C;C01/QFA497;2020-11-25-16.28.03.211000;01/12/2020
01;01;C;C01/QFA511;2020-11-25-16.28.03.275000;27/11/2020
01;01;C;C01/QFA512;2020-11-25-16.28.03.344000;27/11/2020
01;01;C;C01/QFA514;2020-11-25-16.28.03.398000;27/11/2020
01;01;C;C01/QFA515;2020-11-25-16.28.03.553000;26/11/2020
01;15;C;C01/QFA517;2020-11-25-16.28.03.699000;27/11/2020
01;01;C;C01/QFA521;2020-11-25-16.28.03.745000;27/11/2020
01;01;C;C01/QFA523;2020-11-25-16.28.03.796000;25/11/2020
01;01;M;C01/MEK305D;2020-11-25-16.31.19.262000;15/12/2020
01;01;M;C01/MEK305E;2020-11-25-16.31.19.459000;15/12/2020
01;01;M;C01/MEK305G;2020-11-25-16.31.19.509000;15/12/2020
01;01;M;C01/MHV506;2020-11-25-16.31.19.552000;15/12/2020
01;01;M;C01/MHV506A;2020-11-25-16.31.19.626000;15/12/2020
01;01;M;C01/PLP516;2020-11-25-16.31.19.678000;15/12/2020
01;01;M;C01/PPQ956;2020-11-25-16.31.19.750000;15/12/2020
01;01;A;C01/PVP810A;2020-11-25-16.31.19.809000;16/11/2020
01;01;M;C01/PYX809;2020-11-25-16.31.19.874000;15/12/2020
01;01;C;C01/QFA115;2020-11-25-16.31.19.950000;26/11/2020
01;01;C;C01/QFA536;2020-11-25-16.31.20.429000;27/11/2020
01;01;C;C01/QFA539;2020-11-25-16.31.20.483000;27/11/2020
01;01;C;C01/QFA554;2020-11-25-16.31.20.526000;27/11/2020
01;01;C;C01/QFA589;2020-11-25-16.31.20.587000;27/11/2020
01;01;M;C01/QDF145;2020-11-25-16.34.36.070000;09/12/2020
01;01;C;C01/QDF145A;2020-11-25-16.34.36.252000;27/11/2020
01;01;C;C01/QFA592;2020-11-25-16.34.36.508000;09/12/2020
01;01;C;C01/QFA604;2020-11-25-16.34.36.563000;27/11/2020
01;01;C;C01/QFA619;2020-11-25-16.34.36.611000;27/11/2020
01;01;M;C01/PLY950;2020-11-25-16.37.51.934000;07/12/2020
01;01;M;C01/PYA110;2020-11-25-16.37.52.086000;07/12/2020
01;01;M;C01/PYA110A;2020-11-25-16.37.52.155000;07/12/2020
01;01;M;C01/QCV479;2020-11-25-16.37.52.208000;08/12/2020
01;01;M;C01/QEN065F;2020-11-25-16.37.52.403000;24/12/2020
01;01;M;C01/QEU260;2020-11-25-16.37.52.465000;14/12/2020
01;01;M;C01/QEW338;2020-11-25-16.37.52.602000;07/12/2020
01;01;M;C01/QEZ373;2020-11-25-16.37.52.791000;14/12/2020
01;01;C;C01/QFA646;2020-11-25-16.37.52.841000;27/11/2020
01;01;C;C01/QFA658;2020-11-25-16.37.52.895000;09/12/2020
01;01;C;C01/QFA658C;2020-11-25-16.37.53.040000;23/12/2020
01;01;C;C01/QFA666;2020-11-25-16.37.53.140000;27/11/2020
01;01;C;C01/QFA687;2020-11-25-16.37.53.179000;27/11/2020
01;01;C;C01/QFA696;2020-11-25-16.37.53.252000;26/11/2020
01;01;M;C01/QAQ061A;2020-11-25-16.41.08.753000;02/12/2020
01;01;M;C01/QCQ777;2020-11-25-16.41.08.885000;26/11/2020
01;01;M;C01/QEN065G;2020-11-25-16.41.09.173000;24/12/2020
01;01;M;C01/QEN065H;2020-11-25-16.41.09.236000;24/12/2020
01;01;C;C01/QFA699;2020-11-25-16.41.09.281000;27/11/2020
01;01;C;C01/QFA710;2020-11-25-16.41.09.390000;07/12/2020
01;01;C;C01/QFA710A;2020-11-25-16.41.09.442000;07/12/2020
01;01;C;C01/QFA710B;2020-11-25-16.41.09.485000;07/12/2020
01;01;C;C01/QFA721;2020-11-25-16.41.09.574000;27/11/2020
01;01;C;C01/QFA722;2020-11-25-16.41.09.614000;27/11/2020
