Société_de_facturation;Société_de_livraison;Code_avancement;Numéro_de_commande;Numéro_de_version;Date_accordée_au_client
01;01;C;C01/QEG902F;2020-11-25-10.03.29.548000;01/12/2020
01;01;C;C01/QEG902G;2020-11-25-10.03.29.586000;01/12/2020
01;01;C;C01/QEV080;2020-11-25-10.03.29.624000;01/12/2020
01;01;C;C01/QEV090;2020-11-25-10.03.29.725000;26/11/2020
01;01;C;C01/QEV092;2020-11-25-10.03.29.912000;26/11/2020
01;01;C;C01/QEV111;2020-11-25-10.03.30.102000;26/11/2020
01;01;C;C01/QEV122;2020-11-25-10.03.30.374000;26/11/2020
01;01;C;C01/QEV125;2020-11-25-10.03.30.560000;26/11/2020
01;01;C;C01/QEV127;2020-11-25-10.03.30.679000;01/12/2020
01;01;C;C01/QEV141;2020-11-25-10.03.30.928000;26/11/2020
01;01;C;C01/QEV141A;2020-11-25-10.03.31.022000;01/12/2020
01;01;M;C01/PTY275A;2020-11-25-10.06.46.646000;21/12/2020
01;01;M;C01/QEG902;2020-11-25-10.06.46.994000;01/12/2020
01;01;C;C01/QEV133;2020-11-25-10.06.47.307000;26/11/2020
01;01;C;C01/QEV151;2020-11-25-10.06.47.470000;26/11/2020
01;01;C;C01/QEV152;2020-11-25-10.06.47.695000;26/11/2020
01;01;C;C01/QEV153;2020-11-25-10.06.47.990000;26/11/2020
01;01;C;C01/QEV186;2020-11-25-10.06.48.185000;26/11/2020
01;01;C;C01/QEV187;2020-11-25-10.06.48.335000;26/11/2020
01;01;C;C01/QEV188;2020-11-25-10.06.48.544000;26/11/2020
01;01;C;C01/QEV190;2020-11-25-10.06.48.759000;26/11/2020
01;01;C;C01/QEV191;2020-11-25-10.06.49.005000;26/11/2020
01;01;C;C01/QEV192;2020-11-25-10.06.49.199000;26/11/2020
01;01;C;C01/QEV193;2020-11-25-10.06.49.371000;26/11/2020
01;01;C;C01/QEV197;2020-11-25-10.06.49.519000;26/11/2020
01;01;C;C01/QEV198;2020-11-25-10.06.49.672000;26/11/2020
01;01;C;C01/QEV202;2020-11-25-10.06.49.931000;26/11/2020
01;01;C;C01/QEV205;2020-11-25-10.06.50.203000;26/11/2020
01;01;M;C01/QBH172B;2020-11-25-10.10.06.129000;30/12/2020
01;01;M;C01/QBH172C;2020-11-25-10.10.06.265000;30/12/2020
01;01;M;C01/QEV071;2020-11-25-10.10.06.465000;26/11/2020
01;01;C;C01/QEV216;2020-11-25-10.10.07.223000;26/11/2020
01;01;C;C01/QEV221;2020-11-25-10.10.07.405000;30/11/2020
01;01;C;C01/QEV221B;2020-11-25-10.10.07.539000;07/12/2020
01;01;C;C01/QEV224;2020-11-25-10.10.07.646000;26/11/2020
01;01;C;C01/QEV226;2020-11-25-10.10.07.805000;26/11/2020
01;01;C;C01/QEV230;2020-11-25-10.10.07.968000;26/11/2020
01;01;C;C01/QEV233;2020-11-25-10.10.08.092000;09/12/2020
01;01;C;C01/QEV241;2020-11-25-10.10.08.263000;26/11/2020
01;01;C;C01/QEV250;2020-11-25-10.10.08.534000;26/11/2020
01;01;C;C01/QEV252;2020-11-25-10.10.08.826000;26/11/2020
01;01;C;C01/QEV253;2020-11-25-10.10.09.001000;01/12/2020
01;01;C;C01/QEV253A;2020-11-25-10.10.09.050000;02/12/2020
01;01;C;C01/QDY384B;2020-11-25-10.13.24.778000;25/11/2020
01;01;A;C01/QEU854;2020-11-25-10.13.24.845000;26/11/2020
01;01;C;C01/QEV270;2020-11-25-10.13.25.036000;26/11/2020
01;01;C;C01/QEV272;2020-11-25-10.13.25.328000;26/11/2020
01;01;C;C01/QEV287;2020-11-25-10.13.25.538000;26/11/2020
01;01;C;C01/QEV293;2020-11-25-10.13.25.655000;26/11/2020
01;01;C;C01/QEV297;2020-11-25-10.13.25.796000;26/11/2020
01;01;A;C01/KJG482;2020-11-25-10.16.41.345000;06/11/2019
01;01;M;C01/PSX366;2020-11-25-10.16.41.496000;02/12/2020
01;01;M;C01/PSX366A;2020-11-25-10.16.41.603000;02/12/2020
01;01;M;C01/PSX392;2020-11-25-10.16.41.686000;02/12/2020
01;01;M;C01/PSX392A;2020-11-25-10.16.41.763000;02/12/2020
01;01;C;C01/QCJ874H;2020-11-25-10.16.42.068000;26/11/2020
01;01;M;C01/QEV256;2020-11-25-10.16.42.198000;07/12/2020
01;01;C;C01/QEV313;2020-11-25-10.16.42.564000;26/11/2020
01;01;C;C01/QEV316;2020-11-25-10.16.42.773000;26/11/2020
01;01;C;C01/QEV318;2020-11-25-10.16.42.931000;07/12/2020
01;01;C;C01/QEV324A;2020-11-25-10.16.43.099000;26/11/2020
01;01;C;C01/QEV350;2020-11-25-10.16.43.215000;26/11/2020
01;01;C;C01/QEV351;2020-11-25-10.16.43.284000;30/11/2020
01;01;M;C01/PVM411;2020-11-25-10.19.58.803000;26/11/2020
01;01;M;C01/PVM411A;2020-11-25-10.19.59.080000;26/11/2020
01;01;M;C01/PXU122;2020-11-25-10.19.59.180000;30/11/2020
01;01;A;C01/QEH710;2020-11-25-10.19.59.281000;25/11/2020
01;01;M;C01/QEP051;2020-11-25-10.19.59.569000;01/12/2020
01;01;C;C01/QEV327;2020-11-25-10.19.59.891000;26/11/2020
01;01;C;C01/QEV343;2020-11-25-10.20.00.125000;26/11/2020
01;01;C;C01/QEV366;2020-11-25-10.20.00.436000;26/11/2020
01;01;C;C01/QEV374;2020-11-25-10.20.00.617000;27/11/2020
01;01;C;C01/QEV375;2020-11-25-10.20.00.699000;07/12/2020
01;01;C;C01/QEV377;2020-11-25-10.20.00.907000;26/11/2020
01;01;C;C01/QEV378;2020-11-25-10.20.01.093000;26/11/2020
01;01;C;C01/QEV392;2020-11-25-10.20.01.282000;26/11/2020
01;01;C;C01/QEV393;2020-11-25-10.20.01.431000;26/11/2020
01;01;C;C01/QEV400;2020-11-25-10.20.01.529000;26/11/2020
01;01;C;C01/QEV401;2020-11-25-10.20.01.724000;26/11/2020
01;01;A;C01/PZC182;2020-11-25-10.23.17.308000;27/11/2020
01;01;C;C01/QEV402;2020-11-25-10.23.17.593000;26/11/2020
01;01;C;C01/QEV403;2020-11-25-10.23.17.665000;09/12/2020
01;01;C;C01/QEV422;2020-11-25-10.23.17.930000;26/11/2020
01;01;C;C01/QEV422A;2020-11-25-10.23.18.006000;14/12/2020
01;01;C;C01/QEV424;2020-11-25-10.23.18.122000;26/11/2020
01;01;C;C01/QEV424A;2020-11-25-10.23.18.268000;26/11/2020
01;01;C;C01/QEV439;2020-11-25-10.23.18.374000;07/12/2020
01;01;M;C01/QDR686;2020-11-25-10.26.34.286000;30/11/2020
01;01;M;C01/QEV270A;2020-11-25-10.26.34.972000;08/12/2020
01;01;C;C01/QEV431;2020-11-25-10.26.35.063000;03/12/2020
01;01;C;C01/QEV443;2020-11-25-10.26.35.127000;02/12/2020
01;01;C;C01/QEV443A;2020-11-25-10.26.35.180000;02/12/2020
01;01;C;C01/QEV445;2020-11-25-10.26.35.426000;26/11/2020
01;01;C;C01/QEV449;2020-11-25-10.26.35.640000;26/11/2020
01;01;C;C01/QEV454;2020-11-25-10.26.35.824000;26/11/2020
01;01;C;C01/QEV458;2020-11-25-10.26.35.933000;14/12/2020
01;01;C;C01/QEV459;2020-11-25-10.26.36.011000;11/12/2020
01;01;C;C01/QEV464;2020-11-25-10.26.36.135000;26/11/2020
01;01;C;C01/QEV477;2020-11-25-10.26.36.328000;26/11/2020
01;01;C;C01/QEV480;2020-11-25-10.26.36.391000;26/11/2020
01;01;M;C01/JES928;2020-11-25-10.29.51.723000;15/10/2020
01;01;M;C01/JES928F;2020-11-25-10.29.51.947000;07/12/2020
01;01;A;C01/PNG056A;2020-11-25-10.29.52.042000;16/10/2020
01;01;M;C01/PSJ152A;2020-11-25-10.29.52.203000;30/11/2020
01;01;M;C01/PSJ152B;2020-11-25-10.29.52.388000;30/11/2020
01;01;M;C01/PSJ322A;2020-11-25-10.29.52.864000;30/11/2020
01;01;A;C01/QEV059;2020-11-25-10.29.53.122000;26/11/2020
01;01;C;C01/QEV489;2020-11-25-10.29.53.302000;26/11/2020
01;01;C;C01/QEV503;2020-11-25-10.29.53.504000;01/12/2020
01;01;C;C01/QEV504;2020-11-25-10.29.53.668000;26/11/2020
01;01;C;C01/QEV505;2020-11-25-10.29.53.902000;26/11/2020
01;01;C;C01/QEV505A;2020-11-25-10.29.54.063000;03/12/2020
01;01;C;C01/QEV507;2020-11-25-10.29.54.159000;26/11/2020
01;01;C;C01/QEV508;2020-11-25-10.29.54.331000;26/11/2020
01;01;C;C01/QEV509;2020-11-25-10.29.54.508000;26/11/2020
01;01;C;C01/QEV513;2020-11-25-10.29.54.600000;30/11/2020
01;01;C;C01/QEV519;2020-11-25-10.29.54.658000;01/12/2020
01;01;C;C01/QEV531;2020-11-25-10.29.54.805000;26/11/2020
01;01;C;C01/QEV537;2020-11-25-10.29.54.939000;26/11/2020
01;01;C;C01/QEV541;2020-11-25-10.29.55.074000;26/11/2020
01;01;C;C01/QEV541A;2020-11-25-10.29.55.209000;26/11/2020
01;01;C;C01/QEV549;2020-11-25-10.29.55.401000;03/12/2020
01;01;C;C01/QEV554;2020-11-25-10.29.55.537000;26/11/2020
01;01;C;C01/QEV555;2020-11-25-10.29.55.698000;26/11/2020
01;01;C;C01/QEV559;2020-11-25-10.29.55.820000;26/11/2020
01;01;C;F01/152284;2020-11-25-10.32.59.684000;27/11/2020
01;01;M;C01/QCJ325;2020-11-25-10.33.11.971000;19/11/2020
01;01;M;C01/QCN612A;2020-11-25-10.33.12.133000;09/12/2020
01;01;M;C01/QCX159A;2020-11-25-10.33.12.221000;23/11/2020
01;01;M;C01/QCX159B;2020-11-25-10.33.12.300000;16/12/2020
01;01;M;C01/QCX787A;2020-11-25-10.33.12.368000;23/11/2020
01;01;M;C01/QDU468;2020-11-25-10.33.12.446000;15/12/2020
01;01;M;C01/QDU468A;2020-11-25-10.33.12.528000;15/12/2020
01;01;M;C01/QDV525;2020-11-25-10.33.12.604000;16/12/2020
01;01;M;C01/QDX278;2020-11-25-10.33.12.682000;14/12/2020
01;01;M;C01/QDZ449;2020-11-25-10.33.12.749000;25/11/2020
01;01;M;C01/QEU666;2020-11-25-10.33.12.938000;26/11/2020
01;01;C;C01/QEV573;2020-11-25-10.33.13.126000;26/11/2020
01;01;C;C01/QEV584;2020-11-25-10.33.13.320000;26/11/2020
01;01;C;C01/QEV584A;2020-11-25-10.33.13.424000;07/12/2020
01;01;C;C01/QEV586;2020-11-25-10.33.13.557000;26/11/2020
01;01;C;C01/QEV587;2020-11-25-10.33.13.770000;26/11/2020
01;01;C;C01/QEV588;2020-11-25-10.33.14.004000;26/11/2020
01;01;C;C01/QEV590;2020-11-25-10.33.14.213000;26/11/2020
01;01;C;C01/QEV592;2020-11-25-10.33.14.331000;26/11/2020
01;01;C;C01/QEV595;2020-11-25-10.33.14.402000;27/11/2020
01;01;C;C01/QEV597;2020-11-25-10.33.14.525000;25/11/2020
01;01;C;C01/QEV605;2020-11-25-10.33.14.713000;26/11/2020
01;01;C;C01/QEV616;2020-11-25-10.33.14.848000;26/11/2020
01;01;M;C01/PFR865;2020-11-25-10.36.30.767000;04/01/2021
01;01;M;C01/PFR865A;2020-11-25-10.36.30.996000;04/01/2021
01;01;C;C01/QEV630;2020-11-25-10.36.31.596000;26/11/2020
01;01;C;C01/QEV632;2020-11-25-10.36.32.078000;26/11/2020
01;01;C;C01/QEV637;2020-11-25-10.36.32.437000;26/11/2020
01;01;C;C01/QEV638;2020-11-25-10.36.32.677000;26/11/2020
01;01;C;C01/QEV639;2020-11-25-10.36.32.847000;10/12/2020
01;01;C;C01/QEV652;2020-11-25-10.36.32.912000;26/11/2020
01;01;C;C01/QEV659;2020-11-25-10.36.33.041000;26/11/2020
01;01;C;C01/QEV663;2020-11-25-10.36.33.426000;26/11/2020
01;01;C;C01/QEV666A;2020-11-25-10.36.33.682000;08/01/2021
01;01;C;C01/QEV676;2020-11-25-10.36.33.821000;26/11/2020
01;01;C;C01/QEV684;2020-11-25-10.36.34.057000;26/11/2020
01;01;M;C01/NHH452;2020-11-25-10.39.49.721000;26/11/2020
01;01;M;C01/PZX122A;2020-11-25-10.39.50.124000;26/11/2020
01;01;M;C01/QCU681;2020-11-25-10.39.50.306000;20/11/2020
01;01;M;C01/QCU681A;2020-11-25-10.39.50.513000;15/12/2020
01;01;M;C01/QCU681B;2020-11-25-10.39.50.584000;15/12/2020
01;01;M;C01/QCU681C;2020-11-25-10.39.50.653000;20/11/2020
01;01;A;C01/QEV412;2020-11-25-10.39.50.949000;26/11/2020
01;01;C;C01/QEV685;2020-11-25-10.39.51.045000;26/11/2020
01;01;C;C01/QEV687;2020-11-25-10.39.51.169000;26/11/2020
01;01;C;C01/QEV688;2020-11-25-10.39.51.312000;26/11/2020
01;01;C;C01/QEV699;2020-11-25-10.39.51.427000;02/12/2020
01;01;C;C01/QEV704A;2020-11-25-10.39.51.569000;03/12/2020
01;01;C;C01/QEV708;2020-11-25-10.39.51.792000;26/11/2020
01;01;C;C01/QEV715;2020-11-25-10.39.52.024000;26/11/2020
01;01;C;C01/QEV717;2020-11-25-10.39.52.156000;04/12/2020
01;01;C;C01/QEV720;2020-11-25-10.39.52.265000;26/11/2020
01;01;C;C01/QEV720A;2020-11-25-10.39.52.368000;08/12/2020
01;01;C;C01/QEV720B;2020-11-25-10.39.52.470000;26/11/2020
01;01;M;C01/NHH452A;2020-11-25-10.43.08.091000;11/12/2020
01;01;M;C01/NHH452B;2020-11-25-10.43.08.298000;27/11/2020
01;01;C;C01/NHH452C;2020-11-25-10.43.08.375000;26/11/2020
01;01;C;C01/NHH452D;2020-11-25-10.43.08.439000;26/11/2020
01;01;M;C01/NUJ503;2020-11-25-10.43.08.503000;26/11/2020
01;01;M;C01/QEU752;2020-11-25-10.43.08.891000;04/12/2020
01;01;M;C01/QEU898;2020-11-25-10.43.09.000000;26/11/2020
01;01;C;C01/QEV736;2020-11-25-10.43.09.383000;26/11/2020
01;01;C;C01/QEV741;2020-11-25-10.43.09.625000;26/11/2020
01;01;C;C01/QEV743;2020-11-25-10.43.09.912000;26/11/2020
01;01;C;C01/QEV747;2020-11-25-10.43.10.146000;26/11/2020
01;01;C;C01/QEV747A;2020-11-25-10.43.10.285000;26/11/2020
01;01;C;C01/QEV753;2020-11-25-10.43.10.460000;26/11/2020
01;01;C;C01/QEV755;2020-11-25-10.43.10.719000;26/11/2020
01;01;C;C01/QEV757;2020-11-25-10.43.10.896000;02/12/2020
01;15;C;C01/QEV758;2020-11-25-10.43.10.959000;26/11/2020
01;01;C;C01/QEV772;2020-11-25-10.43.11.165000;26/11/2020
01;01;C;C01/QEV774;2020-11-25-10.43.11.425000;26/11/2020
01;01;C;C01/QEV775;2020-11-25-10.43.11.603000;26/11/2020
01;01;C;C01/QEV779;2020-11-25-10.43.11.800000;26/11/2020
01;01;C;C01/QEV783;2020-11-25-10.43.12.045000;26/11/2020
01;01;M;C01/LFR514A;2020-11-25-10.46.27.609000;30/11/2020
01;01;C;C01/LFR514W;2020-11-25-10.46.27.876000;26/11/2020
01;01;M;C01/NKN986;2020-11-25-10.46.28.014000;30/11/2020
01;01;C;C01/NKN986H;2020-11-25-10.46.28.174000;26/11/2020
01;01;M;C01/PUZ391;2020-11-25-10.46.28.435000;26/11/2020
01;01;M;C01/PUZ391A;2020-11-25-10.46.28.529000;26/11/2020
01;01;M;C01/PVA813;2020-11-25-10.46.28.612000;26/11/2020
01;01;M;C01/PVA813A;2020-11-25-10.46.28.701000;26/11/2020
01;01;A;C01/QEL540;2020-11-25-10.46.28.989000;16/12/2020
01;01;C;C01/QEV795;2020-11-25-10.46.29.323000;26/11/2020
01;01;C;C01/QEV799;2020-11-25-10.46.29.404000;27/11/2020
01;01;C;C01/QEV821;2020-11-25-10.46.29.595000;26/11/2020
01;01;C;C01/QEV829;2020-11-25-10.46.29.774000;30/11/2020
01;01;C;C01/QEV831;2020-11-25-10.46.29.928000;26/11/2020
01;01;C;C01/QEV832;2020-11-25-10.46.30.143000;26/11/2020
01;01;M;C01/LFR514B;2020-11-25-10.49.45.725000;26/11/2020
01;01;M;C01/LSH399B;2020-11-25-10.49.45.977000;30/11/2020
01;01;C;C01/QEV836;2020-11-25-10.49.46.636000;26/11/2020
01;01;C;C01/QEV839;2020-11-25-10.49.46.823000;26/11/2020
01;01;C;C01/QEV842;2020-11-25-10.49.47.087000;26/11/2020
01;01;C;C01/QEV851;2020-11-25-10.49.47.411000;26/11/2020
01;01;C;C01/QEV861;2020-11-25-10.49.47.609000;26/11/2020
01;01;C;C01/QEV862;2020-11-25-10.49.47.872000;26/11/2020
01;01;C;C01/QEV865;2020-11-25-10.49.48.173000;26/11/2020
01;01;C;C01/QEV866;2020-11-25-10.49.48.338000;26/11/2020
01;01;C;C01/QEV866A;2020-11-25-10.49.48.404000;30/11/2020
01;01;C;C01/QEV866B;2020-11-25-10.49.48.468000;08/12/2020
01;01;C;C01/QEV866C;2020-11-25-10.49.48.528000;10/12/2020
01;01;M;C01/JVK618C;2020-11-25-10.53.04.011000;25/11/2020
01;01;M;C01/NKP041;2020-11-25-10.53.04.181000;30/11/2020
01;01;M;C01/NQE448;2020-11-25-10.53.04.265000;10/12/2020
01;01;M;C01/QEV666;2020-11-25-10.53.05.041000;26/11/2020
01;01;C;C01/QEV897A;2020-11-25-10.53.05.444000;26/11/2020
01;01;C;C01/QEV900;2020-11-25-10.53.05.712000;26/11/2020
01;01;C;C01/QEV902;2020-11-25-10.53.05.889000;03/12/2020
01;01;C;C01/QEV903;2020-11-25-10.53.05.990000;30/11/2020
01;01;C;C01/QEV904;2020-11-25-10.53.06.118000;26/11/2020
01;01;C;C01/QEV905;2020-11-25-10.53.06.324000;26/11/2020
01;01;C;C01/QEV906;2020-11-25-10.53.06.492000;26/11/2020
01;01;C;C01/QEV914;2020-11-25-10.53.06.599000;07/12/2020
01;01;C;C01/QEV917;2020-11-25-10.53.06.798000;26/11/2020
01;01;M;C01/NKP041A;2020-11-25-10.56.22.466000;10/12/2020
01;01;M;C01/NMP842H;2020-11-25-10.56.22.578000;26/11/2020
01;01;C;C01/QEV954;2020-11-25-10.56.23.053000;23/12/2020
01;01;C;C01/QEV967;2020-11-25-10.56.23.106000;07/12/2020
01;01;C;C01/QEV969;2020-11-25-10.56.23.212000;26/11/2020
01;01;M;C01/LHH137I;2020-11-25-10.59.38.683000;30/12/2020
01;01;M;C01/PRK947;2020-11-25-10.59.39.044000;21/12/2020
01;01;M;C01/PRL048;2020-11-25-10.59.39.139000;18/12/2020
01;01;A;C01/QEU896;2020-11-25-10.59.39.328000;26/11/2020
01;01;C;C01/QEV978;2020-11-25-10.59.39.483000;01/12/2020
01;01;C;C01/QEV986;2020-11-25-10.59.39.572000;26/11/2020
01;01;C;C01/QEV988;2020-11-25-10.59.39.767000;26/11/2020
01;01;C;C01/QEV989;2020-11-25-10.59.40.013000;26/11/2020
01;01;C;C01/QEV992;2020-11-25-10.59.40.217000;26/11/2020
01;01;C;C01/QEV993;2020-11-25-10.59.40.359000;26/11/2020
01;01;C;C01/QEV999;2020-11-25-10.59.40.504000;26/11/2020
01;01;C;C01/QEW005;2020-11-25-10.59.40.626000;07/12/2020
01;01;C;C01/QEW010;2020-11-25-10.59.40.779000;26/11/2020
01;01;M;C01/PXZ411;2020-11-25-11.02.56.304000;01/12/2020
01;01;M;C01/PZW993;2020-11-25-11.02.56.445000;22/12/2020
01;01;M;C01/QBF877;2020-11-25-11.02.56.655000;29/12/2020
01;01;C;C01/QEW015;2020-11-25-11.02.57.460000;26/11/2020
01;01;C;C01/QEW015B;2020-11-25-11.02.57.694000;02/12/2020
01;01;C;C01/QEW050;2020-11-25-11.02.58.046000;26/11/2020
01;01;C;C01/QEW051A;2020-11-25-11.02.58.269000;26/11/2020
01;01;C;C01/QEW051C;2020-11-25-11.02.58.418000;14/12/2020
01;01;C;C01/QEW051D;2020-11-25-11.02.58.456000;14/12/2020
01;01;C;C01/QEW056;2020-11-25-11.02.58.521000;26/11/2020
01;01;C;C01/QEW063;2020-11-25-11.02.58.666000;26/11/2020
01;01;C;C01/QEW082;2020-11-25-11.02.58.777000;01/03/2021
01;01;C;C01/QEW082A;2020-11-25-11.02.58.834000;01/03/2021
01;01;C;C01/QEW084;2020-11-25-11.02.58.974000;26/11/2020
01;01;C;C01/QEW085;2020-11-25-11.02.59.246000;26/11/2020
01;01;C;C01/QEW088;2020-11-25-11.02.59.456000;26/11/2020
01;01;C;C01/QEW105;2020-11-25-11.06.15.044000;26/11/2020
01;01;C;C01/QEW113;2020-11-25-11.06.15.182000;26/11/2020
01;01;C;C01/QEW119;2020-11-25-11.06.15.239000;07/12/2020
01;01;C;C01/QEW141;2020-11-25-11.06.15.748000;26/11/2020
01;01;C;C01/QEW148;2020-11-25-11.06.15.842000;26/11/2020
01;01;C;C01/QEW158;2020-11-25-11.06.16.016000;26/11/2020
01;01;M;C01/PLA569;2020-11-25-11.09.31.666000;26/11/2020
01;01;M;C01/PLA569A;2020-11-25-11.09.31.996000;26/11/2020
01;01;C;C01/QEW169;2020-11-25-11.09.32.917000;26/11/2020
01;01;C;C01/QEW174;2020-11-25-11.09.33.022000;26/11/2020
01;01;C;C01/QEW177;2020-11-25-11.09.33.253000;26/11/2020
01;01;C;C01/QEW179;2020-11-25-11.09.33.550000;26/11/2020
01;01;C;C01/QEW185;2020-11-25-11.09.33.657000;30/11/2020
01;01;C;C01/QEW188;2020-11-25-11.09.33.703000;02/12/2020
01;01;C;C01/QEW188A;2020-11-25-11.09.33.757000;02/12/2020
01;01;C;C01/QEW191;2020-11-25-11.09.33.857000;26/11/2020
01;01;C;C01/QEW193;2020-11-25-11.09.33.963000;08/12/2020
01;01;C;C01/QEW196;2020-11-25-11.09.34.014000;31/12/2020
01;01;C;C01/QEW196A;2020-11-25-11.09.34.076000;31/12/2020
01;01;C;C01/QEW204;2020-11-25-11.09.34.212000;26/11/2020
01;01;C;C01/QEW212;2020-11-25-11.09.34.321000;08/12/2020
01;01;C;C01/QEW213;2020-11-25-11.09.34.434000;26/11/2020
01;01;C;C01/QEW214;2020-11-25-11.09.34.597000;26/11/2020
01;01;M;C01/QCZ500;2020-11-25-11.12.50.495000;07/12/2020
01;01;M;C01/QDV533;2020-11-25-11.12.50.661000;03/12/2020
01;01;M;C01/QDW671A;2020-11-25-11.12.50.743000;04/12/2020
01;01;M;C01/QEA851D;2020-11-25-11.12.50.874000;03/12/2020
01;01;M;C01/QEF206A;2020-11-25-11.12.50.969000;04/12/2020
01;01;M;C01/QEF827;2020-11-25-11.12.51.039000;04/12/2020
01;01;M;C01/QEF827B;2020-11-25-11.12.51.115000;07/12/2020
01;01;M;C01/QEN448;2020-11-25-11.12.51.308000;07/12/2020
01;01;M;C01/QEP483;2020-11-25-11.12.51.371000;07/12/2020
01;01;M;C01/QES302;2020-11-25-11.12.51.445000;07/12/2020
01;01;M;C01/QEV110;2020-11-25-11.12.51.663000;07/12/2020
01;01;C;C01/QEW215;2020-11-25-11.12.51.954000;26/11/2020
01;01;C;C01/QEW219;2020-11-25-11.12.52.092000;25/11/2020
01;01;C;C01/QEW221;2020-11-25-11.12.52.189000;07/12/2020
01;01;C;C01/QEW225;2020-11-25-11.12.52.331000;26/11/2020
01;01;C;C01/QEW226;2020-11-25-11.12.52.505000;26/11/2020
01;01;C;C01/QEW226A;2020-11-25-11.12.52.629000;07/12/2020
01;01;C;C01/QEW234;2020-11-25-11.12.52.685000;08/12/2020
01;01;C;C01/QEW253;2020-11-25-11.12.52.741000;14/12/2020
01;01;C;C01/QEW266;2020-11-25-11.12.52.791000;01/12/2020
01;01;C;C01/QEW270;2020-11-25-11.12.53.107000;26/11/2020
01;01;C;C01/QEW275;2020-11-25-11.12.53.287000;14/12/2020
01;01;C;C01/QEW288;2020-11-25-11.16.09.267000;02/12/2020
01;01;C;C01/QEW288A;2020-11-25-11.16.09.385000;11/12/2020
01;01;C;C01/QEW307;2020-11-25-11.16.09.592000;26/11/2020
01;01;C;C01/QEW317;2020-11-25-11.16.09.650000;26/11/2020
01;01;C;C01/QEW318;2020-11-25-11.16.09.745000;26/11/2020
01;01;C;C01/QEW320;2020-11-25-11.16.09.970000;26/11/2020
01;01;C;C01/QEW323;2020-11-25-11.16.10.132000;26/11/2020
01;01;C;C01/QEW325;2020-11-25-11.16.10.241000;26/11/2020
01;01;M;C01/LSH472P;2020-11-25-11.19.25.760000;30/11/2020
01;01;A;C01/QCK305;2020-11-25-11.19.25.999000;26/11/2020
01;01;M;C01/QCM305;2020-11-25-11.19.26.075000;08/12/2020
01;01;M;C01/QCM355;2020-11-25-11.19.26.161000;08/12/2020
01;01;M;C01/QCM382;2020-11-25-11.19.26.210000;08/12/2020
01;01;M;C01/QCM414;2020-11-25-11.19.26.260000;08/12/2020
01;01;M;C01/QCM437;2020-11-25-11.19.26.305000;08/12/2020
01;01;M;C01/QCM476;2020-11-25-11.19.26.350000;08/12/2020
01;01;M;C01/QCM495;2020-11-25-11.19.26.397000;08/12/2020
01;01;M;C01/QCM555;2020-11-25-11.19.26.445000;08/12/2020
01;01;M;C01/QCM615;2020-11-25-11.19.26.490000;08/12/2020
01;01;M;C01/QCM666;2020-11-25-11.19.26.540000;08/12/2020
01;01;M;C01/QCM696;2020-11-25-11.19.26.591000;08/12/2020
01;01;C;C01/QEW344;2020-11-25-11.19.26.926000;26/11/2020
01;01;C;C01/QEW347;2020-11-25-11.19.27.025000;02/12/2020
01;01;C;C01/QEW360;2020-11-25-11.19.27.351000;26/11/2020
01;01;C;C01/QEW361;2020-11-25-11.19.27.598000;26/11/2020
01;01;C;C01/QEW364;2020-11-25-11.19.27.801000;26/11/2020
01;01;C;C01/QEW370;2020-11-25-11.19.27.958000;26/11/2020
01;01;M;C01/MGZ043;2020-11-25-11.22.43.443000;23/11/2020
01;01;C;C01/MGZ043C;2020-11-25-11.22.43.739000;26/11/2020
01;01;A;C01/PEF058;2020-11-25-11.22.43.910000;02/12/2020
01;01;C;C01/PEF058F;2020-11-25-11.22.43.982000;26/11/2020
01;01;M;C01/PGM129;2020-11-25-11.22.44.092000;26/11/2020
01;01;M;C01/PGM129A;2020-11-25-11.22.44.376000;26/11/2020
01;01;M;C01/PGM129B;2020-11-25-11.22.44.548000;26/11/2020
01;01;M;C01/PPC959;2020-11-25-11.22.44.664000;07/12/2020
01;01;M;C01/PPC959A;2020-11-25-11.22.44.785000;07/12/2020
01;01;M;C01/QET558;2020-11-25-11.22.45.041000;07/12/2020
01;01;M;C01/QET619;2020-11-25-11.22.45.112000;07/12/2020
01;01;M;C01/QEU062;2020-11-25-11.22.45.179000;26/11/2020
01;01;M;C01/QEV874;2020-11-25-11.22.45.426000;02/12/2020
01;01;M;C01/QEW321;2020-11-25-11.22.45.556000;26/11/2020
01;01;A;C01/QEW335;2020-11-25-11.22.45.673000;26/11/2020
01;01;C;C01/QEW385;2020-11-25-11.22.45.728000;26/11/2020
01;01;C;C01/QEW388;2020-11-25-11.22.45.845000;26/11/2020
01;01;C;C01/QEW389;2020-11-25-11.22.45.999000;26/11/2020
01;01;C;C01/QEW401;2020-11-25-11.22.46.235000;26/11/2020
01;01;C;C01/QEW402;2020-11-25-11.22.46.443000;26/11/2020
01;01;C;C01/QEW403;2020-11-25-11.22.46.564000;26/11/2020
01;01;C;C01/QEW410;2020-11-25-11.22.46.839000;26/11/2020
01;01;C;C01/QEW411;2020-11-25-11.22.47.052000;26/11/2020
01;01;C;C01/QEW413;2020-11-25-11.22.47.206000;26/11/2020
01;01;C;C01/QEW414;2020-11-25-11.22.47.363000;26/11/2020
01;01;C;C01/QEW414A;2020-11-25-11.22.47.471000;30/11/2020
